"player_name","event_name","heat_name","player_number","player_score","mu","sd"
"Frederico Morais","2018/mct/2714/corona-bali-protected","round_456_heat_8",2,13.5,11.46,3.66
"Frederico Morais","2016/mct/1540/billabong-pipe-masters","round_337_heat_3",3,13.27,11.46,3.66
"Frederico Morais","2019/mct/2923/quiksilver-pro-france","round_556_heat_2",3,10.1,11.46,3.66
"Frederico Morais","2018/mct/2671/rip-curl-pro-bells-beach","round_443_heat_3",3,11.16,11.46,3.66
"Frederico Morais","2015/mct/1307/moche-rip-curl-pro-portugal","round_241_heat_5",3,16.43,11.46,3.66
"Frederico Morais","2013/mct/596/rip-curl-pro-portugal","round_65_heat_4",3,9.16,11.46,3.66
"Frederico Morais","2017/mct/1961/meo-rip-curl-pro-portugal","round_419_heat_8",2,11,11.46,3.66
"Frederico Morais","2018/mct/2647/quiksilver-pro-gold-coast","round_433_heat_10",3,9,11.46,3.66
"Frederico Morais","2017/mct/1822/rip-curl-pro-bells-beach","round_362_heat_9",2,17.94,11.46,3.66
"Frederico Morais","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_18_heat_1",2,11.6,11.46,3.66
"Frederico Morais","2017/mct/1809/drug-aware-margaret-river-pro","round_354_heat_9",2,15.5,11.46,3.66
"Frederico Morais","2017/mct/1854/oi-rio-pro","round_371_heat_11",2,16.13,11.46,3.66
"Frederico Morais","2018/mct/2825/meo-rip-curl-pro-portugal","round_491_heat_4",2,11.33,11.46,3.66
"Frederico Morais","2019/mct/2913/margaret-river-pro","round_529_heat_3",3,13.46,11.46,3.66
"Frederico Morais","2021/mct/3624/boost-mobile-margaret-river-pro-presented-by-corona","round_22_heat_10",3,7.93,11.46,3.66
"Frederico Morais","2018/mct/2705/oi-rio-pro","round_447_heat_12",3,11.76,11.46,3.66
"Frederico Morais","2018/mct/2803/quiksilver-pro-france","round_483_heat_12",2,15.57,11.46,3.66
"Frederico Morais","2019/mct/2923/quiksilver-pro-france","round_558_heat_1",2,12.4,11.46,3.66
"Frederico Morais","2017/mct/1900/corona-open-j-bay","round_392_heat_1",2,17.73,11.46,3.66
"Frederico Morais","2019/mct/2927/billabong-pipe-masters","round_570_heat_4",3,2.6,11.46,3.66
"Frederico Morais","2018/mct/2774/tahiti-pro-teahupoo","round_477_heat_8",2,12.36,11.46,3.66
"Frederico Morais","2018/mct/2705/oi-rio-pro","round_448_heat_8",2,9.04,11.46,3.66
"Frederico Morais","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_8_heat_4",3,12.27,11.46,3.66
"Frederico Morais","2017/mct/1900/corona-open-j-bay","round_390_heat_2",2,19.77,11.46,3.66
"Frederico Morais","2018/mct/2747/corona-open-j-bay","round_471_heat_2",3,12.9,11.46,3.66
"Frederico Morais","2017/mct/1935/hurley-pro-at-trestles","round_401_heat_11",3,14.9,11.46,3.66
"Frederico Morais","2018/mct/2747/corona-open-j-bay","round_470_heat_4",2,15.67,11.46,3.66
"Frederico Morais","2017/mct/1854/oi-rio-pro","round_369_heat_7",3,7.7,11.46,3.66
"Frederico Morais","2019/mct/2924/meo-rip-curl-pro-portugal","round_563_heat_3",3,8.37,11.46,3.66
"Frederico Morais","2015/mct/1307/moche-rip-curl-pro-portugal","round_244_heat_2",3,14.96,11.46,3.66
"Frederico Morais","2019/mct/2924/meo-rip-curl-pro-portugal","round_565_heat_13",2,10.33,11.46,3.66
"Frederico Morais","2018/mct/2825/meo-rip-curl-pro-portugal","round_489_heat_3",3,6.2,11.46,3.66
"Frederico Morais","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_19_heat_1",2,13.84,11.46,3.66
"Frederico Morais","2018/mct/2856/billabong-pipe-masters","round_500_heat_1",3,4.47,11.46,3.66
"Frederico Morais","2018/mct/2686/uluwatu-ct-margaret-river-pro","round_462_heat_6",2,9.17,11.46,3.66
"Frederico Morais","2017/mct/1800/quiksilver-pro-gold-coast","round_347_heat_10",2,11.17,11.46,3.66
"Frederico Morais","2016/mct/1522/meo-rip-curl-pro-portugal","round_329_heat_5",3,11.37,11.46,3.66
"Frederico Morais","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_15_heat_2",3,10.93,11.46,3.66
"Frederico Morais","2018/mct/2686/uluwatu-ct-margaret-river-pro","round_461_heat_11",3,5.93,11.46,3.66
"Frederico Morais","2017/mct/1900/corona-open-j-bay","round_386_heat_12",2,15.73,11.46,3.66
"Frederico Morais","2019/mct/2916/oi-rio-pro","round_535_heat_4",3,9.6,11.46,3.66
"Frederico Morais","2018/mct/2647/quiksilver-pro-gold-coast","round_434_heat_7",2,12.16,11.46,3.66
"Frederico Morais","2021/mct/3624/boost-mobile-margaret-river-pro-presented-by-corona","round_24_heat_8",2,14.5,11.46,3.66
"Frederico Morais","2019/mct/2917/corona-open-j-bay","round_543_heat_3",3,13.23,11.46,3.66
"Frederico Morais","2017/mct/1961/meo-rip-curl-pro-portugal","round_418_heat_6",2,5.03,11.46,3.66
"Frederico Morais","2019/mct/2917/corona-open-j-bay","round_544_heat_13",2,13.5,11.46,3.66
"Frederico Morais","2019/mct/2924/meo-rip-curl-pro-portugal","round_564_heat_3",3,12.76,11.46,3.66
"Frederico Morais","2016/mct/1540/billabong-pipe-masters","round_338_heat_4",2,8.17,11.46,3.66
"Frederico Morais","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_17_heat_2",2,9.83,11.46,3.66
"Frederico Morais","2017/mct/1935/hurley-pro-at-trestles","round_406_heat_2",2,16.6,11.46,3.66
"Frederico Morais","2019/mct/2919/tahiti-pro-teahupoo","round_549_heat_7",3,8,11.46,3.66
"Frederico Morais","2017/mct/1979/billabong-pipe-masters","round_425_heat_12",3,9.27,11.46,3.66
"Frederico Morais","2015/mct/1307/moche-rip-curl-pro-portugal","round_246_heat_2",2,10.46,11.46,3.66
"Frederico Morais","2017/mct/1867/outerknown-fiji-pro","round_377_heat_7",3,10.44,11.46,3.66
"Frederico Morais","2018/mct/2705/oi-rio-pro","round_449_heat_2",2,11.07,11.46,3.66
"Frederico Morais","2017/mct/1961/meo-rip-curl-pro-portugal","round_421_heat_4",2,10,11.46,3.66
"Frederico Morais","2018/mct/2825/meo-rip-curl-pro-portugal","round_490_heat_12",2,11.44,11.46,3.66
"Frederico Morais","2017/mct/1950/quiksilver-pro-france","round_409_heat_11",3,12.16,11.46,3.66
"Frederico Morais","2018/mct/2856/billabong-pipe-masters","round_501_heat_11",2,2.47,11.46,3.66
"Frederico Morais","2017/mct/1800/quiksilver-pro-gold-coast","round_345_heat_10",3,15.7,11.46,3.66
"Frederico Morais","2017/mct/1950/quiksilver-pro-france","round_411_heat_4",2,9.6,11.46,3.66
"Frederico Morais","2018/mct/2671/rip-curl-pro-bells-beach","round_441_heat_6",2,7.73,11.46,3.66
"Frederico Morais","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_11_heat_1",2,8.33,11.46,3.66
"Frederico Morais","2013/mct/596/rip-curl-pro-portugal","round_66_heat_2",2,12.34,11.46,3.66
"Frederico Morais","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_10_heat_2",2,12.1,11.46,3.66
"Frederico Morais","2017/mct/1961/meo-rip-curl-pro-portugal","round_417_heat_12",3,6.84,11.46,3.66
"Frederico Morais","2019/mct/2916/oi-rio-pro","round_538_heat_3",2,12.83,11.46,3.66
"Gabriel Medina","2019/mct/2909/rip-curl-pro-bells-beach","round_517_heat_5",2,17.27,13.92,3.16
"Gabriel Medina","2017/mct/1979/billabong-pipe-masters","round_428_heat_3",3,12.1,13.92,3.16
"Gabriel Medina","2021/mct/3862/rip-curl-rottnest-search-presented-by-corona","round_33_heat_3",2,13.8,13.92,3.16
"Gabriel Medina","2013/mct/529/rip-curl-pro-bells-beach","round_11_heat_10",2,14.56,13.92,3.16
"Gabriel Medina","2018/mct/2856/billabong-pipe-masters","round_505_heat_1",2,16.27,13.92,3.16
"Gabriel Medina","2015/mct/1302/quiksilver-pro-france","round_238_heat_4",2,14.43,13.92,3.16
"Gabriel Medina","2014/mct/668/fiji-pro","round_118_heat_3",2,14.2,13.92,3.16
"Gabriel Medina","2019/mct/2927/billabong-pipe-masters","round_574_heat_3",2,17.63,13.92,3.16
"Gabriel Medina","2017/mct/1900/corona-open-j-bay","round_391_heat_1",2,14.7,13.92,3.16
"Gabriel Medina","2015/mct/1244/j-bay-open","round_214_heat_3",2,17.23,13.92,3.16
"Gabriel Medina","2014/mct/674/j-bay-open","round_124_heat_3",3,13.76,13.92,3.16
"Gabriel Medina","2021/mct/3624/boost-mobile-margaret-river-pro-presented-by-corona","round_25_heat_5",2,9.53,13.92,3.16
"Gabriel Medina","2018/mct/2803/quiksilver-pro-france","round_486_heat_4",2,12.44,13.92,3.16
"Gabriel Medina","2018/mct/2647/quiksilver-pro-gold-coast","round_434_heat_2",2,13,13.92,3.16
"Gabriel Medina","2014/mct/719/moche-rip-curl-pro-portugal","round_155_heat_6",2,12.06,13.92,3.16
"Gabriel Medina","2013/mct/589/hurley-pro-trestles","round_49_heat_7",3,15.94,13.92,3.16
"Gabriel Medina","2018/mct/2825/meo-rip-curl-pro-portugal","round_491_heat_6",2,13.6,13.92,3.16
"Gabriel Medina","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_14_heat_1",2,13.27,13.92,3.16
"Gabriel Medina","2018/mct/2714/corona-bali-protected","round_456_heat_7",2,15.7,13.92,3.16
"Gabriel Medina","2017/mct/1961/meo-rip-curl-pro-portugal","round_422_heat_4",2,11.33,13.92,3.16
"Gabriel Medina","2017/mct/1935/hurley-pro-at-trestles","round_403_heat_3",2,14.8,13.92,3.16
"Gabriel Medina","2015/mct/1307/moche-rip-curl-pro-portugal","round_246_heat_4",2,6.83,13.92,3.16
"Gabriel Medina","2017/mct/1822/rip-curl-pro-bells-beach","round_363_heat_1",2,13.57,13.92,3.16
"Gabriel Medina","2021/mct/3862/rip-curl-rottnest-search-presented-by-corona","round_29_heat_6",3,17,13.92,3.16
"Gabriel Medina","2019/mct/2912/corona-bali-protected","round_521_heat_6",3,9.54,13.92,3.16
"Gabriel Medina","2013/mct/519/quiksilver-pro-gold-coast","round_3_heat_10",2,9.53,13.92,3.16
"Gabriel Medina","2015/mct/1281/hurley-pro-at-trestles","round_227_heat_11",2,16.5,13.92,3.16
"Gabriel Medina","2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_1",2,13,13.92,3.16
"Gabriel Medina","2014/mct/708/hurley-pro-at-trestles","round_137_heat_6",3,13.7,13.92,3.16
"Gabriel Medina","2015/mct/1281/hurley-pro-at-trestles","round_226_heat_3",2,17.5,13.92,3.16
"Gabriel Medina","2015/mct/1222/rip-curl-pro-bells-beach","round_177_heat_6",3,12.76,13.92,3.16
"Gabriel Medina","2016/mct/1513/quiksilver-pro-france","round_324_heat_3",3,14.17,13.92,3.16
"Gabriel Medina","2014/mct/649/drug-aware-margaret-river-pro","round_89_heat_11",3,15.4,13.92,3.16
"Gabriel Medina","2017/mct/1979/billabong-pipe-masters","round_427_heat_8",2,10,13.92,3.16
"Gabriel Medina","2019/mct/2919/tahiti-pro-teahupoo","round_551_heat_12",2,14.03,13.92,3.16
"Gabriel Medina","2017/mct/1854/oi-rio-pro","round_372_heat_1",3,16.53,13.92,3.16
"Gabriel Medina","2014/mct/639/quiksilver-pro-gold-coast","round_83_heat_5",2,13.16,13.92,3.16
"Gabriel Medina","2017/mct/1854/oi-rio-pro","round_373_heat_2",2,14.83,13.92,3.16
"Gabriel Medina","2018/mct/2747/corona-open-j-bay","round_472_heat_3",2,16.03,13.92,3.16
"Gabriel Medina","2016/mct/1484/billabong-pro-tahiti","round_309_heat_3",2,15.43,13.92,3.16
"Gabriel Medina","2014/mct/674/j-bay-open","round_126_heat_3",2,16.07,13.92,3.16
"Gabriel Medina","2021/mct/3862/rip-curl-rottnest-search-presented-by-corona","round_31_heat_9",2,10.8,13.92,3.16
"Gabriel Medina","2013/mct/589/hurley-pro-trestles","round_51_heat_2",2,14.87,13.92,3.16
"Gabriel Medina","2016/mct/1443/fiji-pro","round_295_heat_1",2,14.67,13.92,3.16
"Gabriel Medina","2015/mct/1244/j-bay-open","round_211_heat_8",2,19.07,13.92,3.16
"Gabriel Medina","2016/mct/1434/oi-rio-pro","round_286_heat_4",2,15.77,13.92,3.16
"Gabriel Medina","2013/mct/535/billabong-rio-pro","round_19_heat_4",2,16.4,13.92,3.16
"Gabriel Medina","2013/mct/535/billabong-rio-pro","round_22_heat_2",2,16.43,13.92,3.16
"Gabriel Medina","2018/mct/2803/quiksilver-pro-france","round_482_heat_5",3,11.93,13.92,3.16
"Gabriel Medina","2016/mct/1457/j-bay-open","round_302_heat_3",2,11.93,13.92,3.16
"Gabriel Medina","2018/mct/2671/rip-curl-pro-bells-beach","round_440_heat_4",3,12.5,13.92,3.16
"Gabriel Medina","2014/mct/649/drug-aware-margaret-river-pro","round_92_heat_2",3,14.33,13.92,3.16
"Gabriel Medina","2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask","round_4_heat_7",2,11.56,13.92,3.16
"Gabriel Medina","2015/mct/1281/hurley-pro-at-trestles","round_230_heat_4",2,11.34,13.92,3.16
"Gabriel Medina","2017/mct/1979/billabong-pipe-masters","round_425_heat_5",3,12.43,13.92,3.16
"Gabriel Medina","2016/mct/1434/oi-rio-pro","round_284_heat_4",3,18.1,13.92,3.16
"Gabriel Medina","2017/mct/1900/corona-open-j-bay","round_385_heat_10",3,18.83,13.92,3.16
"Gabriel Medina","2013/mct/596/rip-curl-pro-portugal","round_65_heat_10",3,5.63,13.92,3.16
"Gabriel Medina","2018/mct/2714/corona-bali-protected","round_454_heat_5",3,5.6,13.92,3.16
"Gabriel Medina","2014/mct/730/billabong-pipe-masters","round_163_heat_6",2,17.66,13.92,3.16
"Gabriel Medina","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_19_heat_2",2,15.97,13.92,3.16
"Gabriel Medina","2018/mct/2705/oi-rio-pro","round_451_heat_3",2,3.63,13.92,3.16
"Gabriel Medina","2015/mct/1234/oi-rio-pro","round_195_heat_12",2,13.6,13.92,3.16
"Gabriel Medina","2016/mct/1443/fiji-pro","round_294_heat_1",2,10.86,13.92,3.16
"Gabriel Medina","2016/mct/1540/billabong-pipe-masters","round_339_heat_7",2,11.43,13.92,3.16
"Gabriel Medina","2014/mct/639/quiksilver-pro-gold-coast","round_81_heat_10",3,15.67,13.92,3.16
"Gabriel Medina","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_13_heat_1",2,15.77,13.92,3.16
"Gabriel Medina","2018/mct/2714/corona-bali-protected","round_457_heat_3",3,10.76,13.92,3.16
"Gabriel Medina","2014/mct/698/billabong-pro-tahiti","round_131_heat_6",2,18.8,13.92,3.16
"Gabriel Medina","2018/mct/2647/quiksilver-pro-gold-coast","round_435_heat_6",2,14.9,13.92,3.16
"Gabriel Medina","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_8_heat_5",3,10.27,13.92,3.16
"Gabriel Medina","2013/mct/547/oakley-pro-bali","round_34_heat_5",2,17.8,13.92,3.16
"Gabriel Medina","2015/mct/1281/hurley-pro-at-trestles","round_231_heat_2",2,17.54,13.92,3.16
"Gabriel Medina","2017/mct/1961/meo-rip-curl-pro-portugal","round_417_heat_4",3,10.87,13.92,3.16
"Gabriel Medina","2016/mct/1522/meo-rip-curl-pro-portugal","round_330_heat_2",2,9.84,13.92,3.16
"Gabriel Medina","2017/mct/1800/quiksilver-pro-gold-coast","round_345_heat_4",3,16.5,13.92,3.16
"Gabriel Medina","2016/mct/1413/rip-curl-pro-bells-beach","round_267_heat_12",2,12.07,13.92,3.16
"Gabriel Medina","2013/mct/615/billabong-pipe-masters","round_74_heat_2",2,18.67,13.92,3.16
"Gabriel Medina","2017/mct/1854/oi-rio-pro","round_371_heat_3",2,14.3,13.92,3.16
"Gabriel Medina","2015/mct/1317/billabong-pipe-masters","round_256_heat_1",2,8.5,13.92,3.16
"Gabriel Medina","2015/mct/1281/hurley-pro-at-trestles","round_225_heat_10",3,17.5,13.92,3.16
"Gabriel Medina","2016/mct/1513/quiksilver-pro-france","round_326_heat_3",2,15.07,13.92,3.16
"Gabriel Medina","2018/mct/2671/rip-curl-pro-bells-beach","round_443_heat_4",3,13.33,13.92,3.16
"Gabriel Medina","2019/mct/2924/meo-rip-curl-pro-portugal","round_565_heat_9",2,13.67,13.92,3.16
"Gabriel Medina","2014/mct/639/quiksilver-pro-gold-coast","round_84_heat_2",3,14.93,13.92,3.16
"Gabriel Medina","2013/mct/529/rip-curl-pro-bells-beach","round_9_heat_1",3,11.17,13.92,3.16
"Gabriel Medina","2018/mct/2825/meo-rip-curl-pro-portugal","round_492_heat_2",3,11.67,13.92,3.16
"Gabriel Medina","2016/mct/1540/billabong-pipe-masters","round_337_heat_5",3,15.1,13.92,3.16
"Gabriel Medina","2017/mct/1979/billabong-pipe-masters","round_429_heat_3",2,17.97,13.92,3.16
"Gabriel Medina","2019/mct/2908/quiksilver-pro-gold-coast","round_510_heat_5",2,13,13.92,3.16
"Gabriel Medina","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_10_heat_1",2,12.16,13.92,3.16
"Gabriel Medina","2018/mct/2747/corona-open-j-bay","round_471_heat_4",3,16.5,13.92,3.16
"Gabriel Medina","2019/mct/2912/corona-bali-protected","round_523_heat_13",2,11,13.92,3.16
"Gabriel Medina","2018/mct/2686/uluwatu-ct-margaret-river-pro","round_465_heat_3",2,10.9,13.92,3.16
"Gabriel Medina","2015/mct/1267/billabong-pro-tahiti","round_223_heat_1",2,16.63,13.92,3.16
"Gabriel Medina","2016/mct/1484/billabong-pro-tahiti","round_311_heat_2",2,19.23,13.92,3.16
"Gabriel Medina","2021/mct/3624/boost-mobile-margaret-river-pro-presented-by-corona","round_24_heat_9",2,14.97,13.92,3.16
"Gabriel Medina","2015/mct/1222/rip-curl-pro-bells-beach","round_179_heat_6",2,10,13.92,3.16
"Gabriel Medina","2014/mct/698/billabong-pro-tahiti","round_135_heat_1",2,18.67,13.92,3.16
"Gabriel Medina","2015/mct/1222/rip-curl-pro-bells-beach","round_180_heat_2",3,11.96,13.92,3.16
"Gabriel Medina","2016/mct/1443/fiji-pro","round_289_heat_3",3,12.26,13.92,3.16
"Gabriel Medina","2014/mct/698/billabong-pro-tahiti","round_132_heat_2",3,17.37,13.92,3.16
"Gabriel Medina","2015/mct/1207/quiksilver-pro-gold-coast","round_171_heat_6",2,7.5,13.92,3.16
"Gabriel Medina","2015/mct/1307/moche-rip-curl-pro-portugal","round_241_heat_2",3,14,13.92,3.16
"Gabriel Medina","2014/mct/698/billabong-pro-tahiti","round_134_heat_2",2,17.27,13.92,3.16
"Gabriel Medina","2014/mct/730/billabong-pipe-masters","round_167_heat_1",2,13.6,13.92,3.16
"Gabriel Medina","2013/mct/596/rip-curl-pro-portugal","round_66_heat_7",2,8.1,13.92,3.16
"Gabriel Medina","2015/mct/1244/j-bay-open","round_210_heat_7",2,16,13.92,3.16
"Gabriel Medina","2013/mct/594/quiksilver-pro-france","round_59_heat_11",2,17.87,13.92,3.16
"Gabriel Medina","2014/mct/664/billabong-rio-pro","round_105_heat_2",3,14.53,13.92,3.16
"Gabriel Medina","2017/mct/1961/meo-rip-curl-pro-portugal","round_418_heat_1",2,11.66,13.92,3.16
"Gabriel Medina","2016/mct/1513/quiksilver-pro-france","round_323_heat_7",2,13.34,13.92,3.16
"Gabriel Medina","2015/mct/1207/quiksilver-pro-gold-coast","round_169_heat_6",3,18.3,13.92,3.16
"Gabriel Medina","2017/mct/1961/meo-rip-curl-pro-portugal","round_424_heat_1",2,13.26,13.92,3.16
"Gabriel Medina","2015/mct/1267/billabong-pro-tahiti","round_217_heat_10",3,14.27,13.92,3.16
"Gabriel Medina","2015/mct/1302/quiksilver-pro-france","round_235_heat_10",2,18.7,13.92,3.16
"Gabriel Medina","2015/mct/1244/j-bay-open","round_212_heat_3",3,12.9,13.92,3.16
"Gabriel Medina","2014/mct/730/billabong-pipe-masters","round_166_heat_1",2,4.3,13.92,3.16
"Gabriel Medina","2015/mct/1236/fiji-pro","round_201_heat_7",3,17.13,13.92,3.16
"Gabriel Medina","2017/mct/1867/outerknown-fiji-pro","round_379_heat_4",2,15.47,13.92,3.16
"Gabriel Medina","2018/mct/2671/rip-curl-pro-bells-beach","round_444_heat_4",2,15.73,13.92,3.16
"Gabriel Medina","2019/mct/2923/quiksilver-pro-france","round_556_heat_6",3,14.4,13.92,3.16
"Gabriel Medina","2013/mct/594/quiksilver-pro-france","round_57_heat_7",3,15.07,13.92,3.16
"Gabriel Medina","2014/mct/668/fiji-pro","round_113_heat_7",3,13.44,13.92,3.16
"Gabriel Medina","2017/mct/1800/quiksilver-pro-gold-coast","round_348_heat_4",3,15.76,13.92,3.16
"Gabriel Medina","2017/mct/1920/billabong-pro-tahiti","round_397_heat_1",2,14.37,13.92,3.16
"Gabriel Medina","2013/mct/535/billabong-rio-pro","round_20_heat_2",3,11.4,13.92,3.16
"Gabriel Medina","2015/mct/1267/billabong-pro-tahiti","round_224_heat_1",2,13.2,13.92,3.16
"Gabriel Medina","2019/mct/2919/tahiti-pro-teahupoo","round_552_heat_6",2,19.23,13.92,3.16
"Gabriel Medina","2016/mct/1484/billabong-pro-tahiti","round_310_heat_3",2,17.9,13.92,3.16
"Gabriel Medina","2017/mct/1920/billabong-pro-tahiti","round_399_heat_1",2,15.16,13.92,3.16
"Gabriel Medina","2017/mct/1800/quiksilver-pro-gold-coast","round_351_heat_2",2,10.44,13.92,3.16
"Gabriel Medina","2018/mct/2774/tahiti-pro-teahupoo","round_480_heat_2",2,15.17,13.92,3.16
"Gabriel Medina","2016/mct/1495/hurley-pro-at-trestles","round_313_heat_4",3,11.67,13.92,3.16
"Gabriel Medina","2017/mct/1854/oi-rio-pro","round_370_heat_3",2,14.2,13.92,3.16
"Gabriel Medina","2014/mct/674/j-bay-open","round_122_heat_1",2,14.9,13.92,3.16
"Gabriel Medina","2013/mct/594/quiksilver-pro-france","round_62_heat_4",2,15.7,13.92,3.16
"Gabriel Medina","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_15_heat_5",3,11.67,13.92,3.16
"Gabriel Medina","2013/mct/540/volcom-fiji-pro","round_26_heat_7",2,9.67,13.92,3.16
"Gabriel Medina","2015/mct/1317/billabong-pipe-masters","round_255_heat_1",2,11.33,13.92,3.16
"Gabriel Medina","2013/mct/535/billabong-rio-pro","round_17_heat_8",3,18,13.92,3.16
"Gabriel Medina","2019/mct/2917/corona-open-j-bay","round_544_heat_3",2,15,13.92,3.16
"Gabriel Medina","2019/mct/2924/meo-rip-curl-pro-portugal","round_566_heat_5",2,8.17,13.92,3.16
"Gabriel Medina","2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask","round_3_heat_13",2,11.83,13.92,3.16
"Gabriel Medina","2017/mct/1867/outerknown-fiji-pro","round_377_heat_8",3,12,13.92,3.16
"Gabriel Medina","2019/mct/2919/tahiti-pro-teahupoo","round_549_heat_1",3,6.13,13.92,3.16
"Gabriel Medina","2019/mct/2919/tahiti-pro-teahupoo","round_555_heat_1",2,14.93,13.92,3.16
"Gabriel Medina","2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_1",2,7.67,13.92,3.16
"Gabriel Medina","2019/mct/2909/rip-curl-pro-bells-beach","round_518_heat_3",2,15.17,13.92,3.16
"Gabriel Medina","2013/mct/519/quiksilver-pro-gold-coast","round_1_heat_7",3,15.67,13.92,3.16
"Gabriel Medina","2017/mct/1800/quiksilver-pro-gold-coast","round_347_heat_12",2,19,13.92,3.16
"Gabriel Medina","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_20_heat_1",2,12.5,13.92,3.16
"Gabriel Medina","2014/mct/655/rip-curl-pro-bells-beach","round_100_heat_2",3,11.17,13.92,3.16
"Gabriel Medina","2013/mct/535/billabong-rio-pro","round_23_heat_1",2,17.5,13.92,3.16
"Gabriel Medina","2021/mct/3857/rip-curl-newcastle-cup-presented-by-corona","round_12_heat_1",2,10.27,13.92,3.16
"Gabriel Medina","2015/mct/1317/billabong-pipe-masters","round_249_heat_3",3,12.6,13.92,3.16
"Gabriel Medina","2017/mct/1950/quiksilver-pro-france","round_416_heat_1",2,16,13.92,3.16
"Gabriel Medina","2013/mct/573/billabong-pro-teahupoo","round_43_heat_11",2,16.16,13.92,3.16
"Gabriel Medina","2014/mct/639/quiksilver-pro-gold-coast","round_86_heat_2",2,15.83,13.92,3.16
"Gabriel Medina","2018/mct/2686/uluwatu-ct-margaret-river-pro","round_461_heat_5",3,10.16,13.92,3.16
"Gabriel Medina","2014/mct/668/fiji-pro","round_116_heat_3",3,15.2,13.92,3.16
"Gabriel Medina","2017/mct/1900/corona-open-j-bay","round_388_heat_1",3,18.74,13.92,3.16
"Gabriel Medina","2016/mct/1457/j-bay-open","round_299_heat_7",2,16,13.92,3.16
"Gabriel Medina","2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask","round_6_heat_2",2,12.6,13.92,3.16
"Gabriel Medina","2017/mct/1809/drug-aware-margaret-river-pro","round_353_heat_5",3,7.26,13.92,3.16
"Gabriel Medina","2015/mct/1236/fiji-pro","round_203_heat_10",2,13.77,13.92,3.16
"Gabriel Medina","2018/mct/2671/rip-curl-pro-bells-beach","round_445_heat_2",2,14.1,13.92,3.16
"Gabriel Medina","2018/mct/2774/tahiti-pro-teahupoo","round_478_heat_3",3,13.67,13.92,3.16
"Gabriel Medina","2014/mct/730/billabong-pipe-masters","round_164_heat_2",3,15.67,13.92,3.16
"Gabriel Medina","2017/mct/1961/meo-rip-curl-pro-portugal","round_420_heat_4",3,14.47,13.92,3.16
"Gabriel Medina","2015/mct/1267/billabong-pro-tahiti","round_219_heat_5",2,19,13.92,3.16
"Gabriel Medina","2017/mct/1950/quiksilver-pro-france","round_411_heat_10",2,15.9,13.92,3.16
"Gabriel Medina","2015/mct/1307/moche-rip-curl-pro-portugal","round_245_heat_4",2,9.26,13.92,3.16
"Gabriel Medina","2013/mct/594/quiksilver-pro-france","round_63_heat_2",2,17.87,13.92,3.16
"Gabriel Medina","2019/mct/2919/tahiti-pro-teahupoo","round_554_heat_2",2,11.16,13.92,3.16
"Gabriel Medina","2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask","round_5_heat_4",2,9.13,13.92,3.16
"Gabriel Medina","2016/mct/1484/billabong-pro-tahiti","round_308_heat_4",3,10.6,13.92,3.16
"Gabriel Medina","2013/mct/535/billabong-rio-pro","round_21_heat_2",2,14.2,13.92,3.16
"Gabriel Medina","2014/mct/730/billabong-pipe-masters","round_168_heat_1",2,19.2,13.92,3.16
"Gabriel Medina","2018/mct/2671/rip-curl-pro-bells-beach","round_442_heat_12",2,14.16,13.92,3.16
"Gabriel Medina","2016/mct/1457/j-bay-open","round_297_heat_5",3,17.27,13.92,3.16
"Gabriel Medina","2021/mct/3860/rip-curl-narrabeen-classic-presented-by-corona","round_17_heat_5",2,11.17,13.92,3.16
"Gabriel Medina","2017/mct/1809/drug-aware-margaret-river-pro","round_354_heat_1",2,9,13.92,3.16
"Gabriel Medina","2017/mct/1979/billabong-pipe-masters","round_430_heat_3",2,6.04,13.92,3.16
"Gabriel Medina","2016/mct/1434/oi-rio-pro","round_281_heat_2",3,11.8,13.92,3.16
"Gabriel Medina","2018/mct/2803/quiksilver-pro-france","round_484_heat_7",2,11.33,13.92,3.16
"Gabriel Medina","2018/mct/2774/tahiti-pro-teahupoo","round_481_heat_1",2,13.5,13.92,3.16
"Gabriel Medina","2019/mct/2916/oi-rio-pro","round_538_heat_8",2,14.43,13.92,3.16
