"event_name","heat_name","player_number","player_name","player_score"
"2015/mct/1222/rip-curl-pro-bells-beach","round_180_heat_4",3,"Jeremy Flores",13.17
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_1",2,"Kelly Slater",12.53
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_1",2,"Gabriel Medina",13
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_2",2,"Joel Parkinson",10.17
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_2",2,"Josh Kerr",10.4
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_3",2,"Mick Fanning",12.27
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_3",2,"Jadson Andre",11.6
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_4",2,"Jeremy Flores",5.93
"2015/mct/1222/rip-curl-pro-bells-beach","round_181_heat_4",2,"Nat Young",14.66
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_1",2,"Adriano de Souza",11.6
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_1",2,"Gabriel Medina",8.33
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_2",2,"Owen Wright",7.93
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_2",2,"Josh Kerr",13
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_3",2,"Jordy Smith",15.6
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_3",2,"Mick Fanning",17.76
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_4",2,"Filipe Toledo",13.86
"2015/mct/1222/rip-curl-pro-bells-beach","round_182_heat_4",2,"Nat Young",15.1
"2015/mct/1222/rip-curl-pro-bells-beach","round_183_heat_1",2,"Adriano de Souza",14.84
"2015/mct/1222/rip-curl-pro-bells-beach","round_183_heat_1",2,"Josh Kerr",9.87
"2015/mct/1222/rip-curl-pro-bells-beach","round_183_heat_2",2,"Mick Fanning",16.7
"2015/mct/1222/rip-curl-pro-bells-beach","round_183_heat_2",2,"Nat Young",14.23
"2015/mct/1222/rip-curl-pro-bells-beach","round_184_heat_1",2,"Adriano de Souza",15.27
"2015/mct/1222/rip-curl-pro-bells-beach","round_184_heat_1",2,"Mick Fanning",15.27
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_1",3,"John John Florence",13
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_1",3,"Wiggolly Dantas",4.46
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_1",3,"Dusty Payne",2.6
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_2",3,"Jordy Smith",7.73
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_2",3,"Brett Simpson",0.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_2",3,"Jadson Andre",3.4
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_3",3,"Kelly Slater",8.2
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_3",3,"Kai Otton",3.33
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_3",3,"Ricardo Christie",3.27
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_4",3,"Adriano de Souza",13.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_4",3,"Sebastian Zietz",15.23
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_4",3,"C.J. Hobgood",4.4
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_5",3,"Gabriel Medina",3.96
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_5",3,"Freddy Patacchia Jr.",4.3
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_5",3,"Alejo Muniz",3.27
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_6",3,"Mick Fanning",14
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_6",3,"Matt Wilkinson",3.34
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_6",3,"Jay Davies",10.27
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_7",3,"Josh Kerr",8.73
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_7",3,"Adrian Buchan",13.74
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_7",3,"Keanu Asing",3.33
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_8",3,"Filipe Toledo",8.36
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_8",3,"Miguel Pupo",12.43
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_8",3,"Glenn Hall",10.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_9",3,"Taj Burrow",11.53
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_9",3,"Bede Durbidge",8.33
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_9",3,"Jeremy Flores",15
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_10",3,"Joel Parkinson",15.73
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_10",3,"Kolohe Andino",5
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_10",3,"Adam Melling",8.24
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_11",3,"Michel Bourez",14.76
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_11",3,"Nat Young",14.7
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_11",3,"Italo Ferreira",9.93
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_12",3,"Owen Wright",6.8
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_12",3,"Julian Wilson",14.6
"2015/mct/1226/drug-aware-margaret-river-pro","round_185_heat_12",3,"Matt Banting",8.3
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_1",2,"Gabriel Medina",7.67
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_1",2,"Jay Davies",15.17
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_2",2,"Adriano de Souza",13.9
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_2",2,"Alejo Muniz",11.33
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_3",2,"Josh Kerr",9.33
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_3",2,"C.J. Hobgood",4.83
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_4",2,"Filipe Toledo",13.07
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_4",2,"Ricardo Christie",13.26
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_5",2,"Taj Burrow",13.67
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_5",2,"Brett Simpson",7.17
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_6",2,"Owen Wright",18.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_6",2,"Dusty Payne",10.9
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_7",2,"Nat Young",11.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_7",2,"Keanu Asing",2.43
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_8",2,"Kolohe Andino",4.9
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_8",2,"Glenn Hall",5.44
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_9",2,"Bede Durbidge",5.47
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_9",2,"Adam Melling",7.53
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_10",2,"Wiggolly Dantas",11.66
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_10",2,"Italo Ferreira",12.26
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_11",2,"Jadson Andre",10.83
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_11",2,"Matt Banting",7.17
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_12",2,"Kai Otton",16.83
"2015/mct/1226/drug-aware-margaret-river-pro","round_186_heat_12",2,"Matt Wilkinson",13.07
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_2",2,"Michel Bourez",15.23
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_2",2,"Kai Otton",10.94
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_3",2,"John John Florence",15.2
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_3",2,"Adam Melling",6.1
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_4",2,"Joel Parkinson",7.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_4",2,"Sebastian Zietz",14.3
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_5",2,"Nat Young",13.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_5",2,"Miguel Pupo",12.37
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_6",2,"Mick Fanning",13.9
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_6",2,"Jay Davies",16.83
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_7",2,"Adriano de Souza",9.6
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_7",2,"Ricardo Christie",4.37
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_8",2,"Julian Wilson",7.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_8",2,"Adrian Buchan",6.77
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_9",2,"Taj Burrow",15.16
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_9",2,"Freddy Patacchia Jr.",15.04
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_10",2,"Josh Kerr",14.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_10",2,"Italo Ferreira",13.66
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_11",2,"Owen Wright",16.33
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_11",2,"Jadson Andre",12.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_12",2,"Kelly Slater",19.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_187_heat_12",2,"Glenn Hall",11.03
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_1",3,"Jeremy Flores",13.73
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_1",3,"Michel Bourez",6.77
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_1",3,"John John Florence",14.6
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_2",3,"Sebastian Zietz",7.9
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_2",3,"Nat Young",16.93
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_2",3,"Jay Davies",7.83
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_3",3,"Adriano de Souza",12.3
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_3",3,"Julian Wilson",12.43
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_3",3,"Taj Burrow",16.17
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_4",3,"Josh Kerr",7.1
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_4",3,"Owen Wright",4.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_188_heat_4",3,"Kelly Slater",13.17
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_1",2,"Jeremy Flores",16
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_1",2,"Jay Davies",17.1
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_2",2,"Sebastian Zietz",11.5
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_2",2,"Michel Bourez",14.7
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_3",2,"Julian Wilson",19.06
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_3",2,"Owen Wright",13
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_4",2,"Josh Kerr",10.66
"2015/mct/1226/drug-aware-margaret-river-pro","round_189_heat_4",2,"Adriano de Souza",14.83
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_1",2,"John John Florence",17.87
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_1",2,"Jay Davies",13.84
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_2",2,"Nat Young",14.6
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_2",2,"Michel Bourez",11.23
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_3",2,"Taj Burrow",16.27
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_3",2,"Julian Wilson",13.67
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_4",2,"Kelly Slater",9.96
"2015/mct/1226/drug-aware-margaret-river-pro","round_190_heat_4",2,"Adriano de Souza",15.73
"2015/mct/1226/drug-aware-margaret-river-pro","round_191_heat_1",2,"John John Florence",16.87
"2015/mct/1226/drug-aware-margaret-river-pro","round_191_heat_1",2,"Nat Young",12.9
"2015/mct/1226/drug-aware-margaret-river-pro","round_191_heat_2",2,"Taj Burrow",13.27
"2015/mct/1226/drug-aware-margaret-river-pro","round_191_heat_2",2,"Adriano de Souza",13.66
"2015/mct/1226/drug-aware-margaret-river-pro","round_192_heat_1",2,"Adriano de Souza",17.53
"2015/mct/1226/drug-aware-margaret-river-pro","round_192_heat_1",2,"John John Florence",16.87
"2015/mct/1234/oi-rio-pro","round_193_heat_1",3,"Taj Burrow",6.3
"2015/mct/1234/oi-rio-pro","round_193_heat_1",3,"Jeremy Flores",12.17
"2015/mct/1234/oi-rio-pro","round_193_heat_1",3,"Brett Simpson",12.07
"2015/mct/1234/oi-rio-pro","round_193_heat_2",3,"Kelly Slater",19.27
"2015/mct/1234/oi-rio-pro","round_193_heat_2",3,"Adrian Buchan",12.06
"2015/mct/1234/oi-rio-pro","round_193_heat_2",3,"Ricardo Christie",11.76
"2015/mct/1234/oi-rio-pro","round_193_heat_3",3,"John John Florence",10.66
"2015/mct/1234/oi-rio-pro","round_193_heat_3",3,"Wiggolly Dantas",15.97
"2015/mct/1234/oi-rio-pro","round_193_heat_3",3,"C.J. Hobgood",9.94
"2015/mct/1234/oi-rio-pro","round_193_heat_4",3,"Gabriel Medina",12.33
"2015/mct/1234/oi-rio-pro","round_193_heat_4",3,"Freddy Patacchia Jr.",7.77
"2015/mct/1234/oi-rio-pro","round_193_heat_4",3,"Alejo Muniz",4.9
"2015/mct/1234/oi-rio-pro","round_193_heat_5",3,"Mick Fanning",9.33
"2015/mct/1234/oi-rio-pro","round_193_heat_5",3,"Italo Ferreira",14.07
"2015/mct/1234/oi-rio-pro","round_193_heat_5",3,"Alex Ribeiro",2.47
"2015/mct/1234/oi-rio-pro","round_193_heat_6",3,"Adriano de Souza",17.9
"2015/mct/1234/oi-rio-pro","round_193_heat_6",3,"Kai Otton",11.6
"2015/mct/1234/oi-rio-pro","round_193_heat_6",3,"David do Carmo",5.67
"2015/mct/1234/oi-rio-pro","round_193_heat_7",3,"Josh Kerr",11.97
"2015/mct/1234/oi-rio-pro","round_193_heat_7",3,"Jadson Andre",14.04
"2015/mct/1234/oi-rio-pro","round_193_heat_7",3,"Dusty Payne",10.03
"2015/mct/1234/oi-rio-pro","round_193_heat_8",3,"Jordy Smith",10.67
"2015/mct/1234/oi-rio-pro","round_193_heat_8",3,"Sebastian Zietz",12.06
"2015/mct/1234/oi-rio-pro","round_193_heat_8",3,"Keanu Asing",10.6
"2015/mct/1234/oi-rio-pro","round_193_heat_9",3,"Nat Young",6.17
"2015/mct/1234/oi-rio-pro","round_193_heat_9",3,"Bede Durbidge",14.84
"2015/mct/1234/oi-rio-pro","round_193_heat_9",3,"Glenn Hall",11.94
"2015/mct/1234/oi-rio-pro","round_193_heat_10",3,"Filipe Toledo",16.27
"2015/mct/1234/oi-rio-pro","round_193_heat_10",3,"Kolohe Andino",11.93
"2015/mct/1234/oi-rio-pro","round_193_heat_10",3,"Adam Melling",8.4
"2015/mct/1234/oi-rio-pro","round_193_heat_11",3,"Julian Wilson",9.1
"2015/mct/1234/oi-rio-pro","round_193_heat_11",3,"Miguel Pupo",9.26
"2015/mct/1234/oi-rio-pro","round_193_heat_11",3,"Matt Banting",9.76
"2015/mct/1234/oi-rio-pro","round_193_heat_12",3,"Joel Parkinson",13.47
"2015/mct/1234/oi-rio-pro","round_193_heat_12",3,"Owen Wright",10.34
"2015/mct/1234/oi-rio-pro","round_193_heat_12",3,"Matt Wilkinson",14.96
"2015/mct/1234/oi-rio-pro","round_194_heat_1",2,"Mick Fanning",16.63
"2015/mct/1234/oi-rio-pro","round_194_heat_1",2,"David do Carmo",7.94
"2015/mct/1234/oi-rio-pro","round_194_heat_2",2,"John John Florence",14.84
"2015/mct/1234/oi-rio-pro","round_194_heat_2",2,"Alex Ribeiro",10.83
"2015/mct/1234/oi-rio-pro","round_194_heat_3",2,"Taj Burrow",10.74
"2015/mct/1234/oi-rio-pro","round_194_heat_3",2,"Alejo Muniz",10.2
"2015/mct/1234/oi-rio-pro","round_194_heat_4",2,"Josh Kerr",9.27
"2015/mct/1234/oi-rio-pro","round_194_heat_4",2,"C.J. Hobgood",5.4
"2015/mct/1234/oi-rio-pro","round_194_heat_5",2,"Jordy Smith",12.03
"2015/mct/1234/oi-rio-pro","round_194_heat_5",2,"Ricardo Christie",13.27
"2015/mct/1234/oi-rio-pro","round_194_heat_6",2,"Nat Young",11.77
"2015/mct/1234/oi-rio-pro","round_194_heat_6",2,"Brett Simpson",7.84
"2015/mct/1234/oi-rio-pro","round_194_heat_7",2,"Julian Wilson",8
"2015/mct/1234/oi-rio-pro","round_194_heat_7",2,"Dusty Payne",9.23
"2015/mct/1234/oi-rio-pro","round_194_heat_8",2,"Joel Parkinson",9.5
"2015/mct/1234/oi-rio-pro","round_194_heat_8",2,"Keanu Asing",9.6
"2015/mct/1234/oi-rio-pro","round_194_heat_9",2,"Owen Wright",14.77
"2015/mct/1234/oi-rio-pro","round_194_heat_9",2,"Glenn Hall",5.9
"2015/mct/1234/oi-rio-pro","round_194_heat_10",2,"Miguel Pupo",11.67
"2015/mct/1234/oi-rio-pro","round_194_heat_10",2,"Adam Melling",14.1
"2015/mct/1234/oi-rio-pro","round_194_heat_11",2,"Kolohe Andino",11.1
"2015/mct/1234/oi-rio-pro","round_194_heat_11",2,"Kai Otton",12.6
"2015/mct/1234/oi-rio-pro","round_194_heat_12",2,"Adrian Buchan",11.03
"2015/mct/1234/oi-rio-pro","round_194_heat_12",2,"Freddy Patacchia Jr.",9.33
"2015/mct/1234/oi-rio-pro","round_195_heat_1",2,"John John Florence",18.77
"2015/mct/1234/oi-rio-pro","round_195_heat_1",2,"Adam Melling",12.67
"2015/mct/1234/oi-rio-pro","round_195_heat_2",2,"Filipe Toledo",15.6
"2015/mct/1234/oi-rio-pro","round_195_heat_2",2,"Wiggolly Dantas",11.34
"2015/mct/1234/oi-rio-pro","round_195_heat_3",2,"Kelly Slater",6.7
"2015/mct/1234/oi-rio-pro","round_195_heat_3",2,"Matt Banting",10.8
"2015/mct/1234/oi-rio-pro","round_195_heat_4",2,"Nat Young",11
"2015/mct/1234/oi-rio-pro","round_195_heat_4",2,"Italo Ferreira",15.5
"2015/mct/1234/oi-rio-pro","round_195_heat_5",2,"Sebastian Zietz",9.9
"2015/mct/1234/oi-rio-pro","round_195_heat_5",2,"Jadson Andre",14.5
"2015/mct/1234/oi-rio-pro","round_195_heat_6",2,"Adriano de Souza",13.9
"2015/mct/1234/oi-rio-pro","round_195_heat_6",2,"Ricardo Christie",16.57
"2015/mct/1234/oi-rio-pro","round_195_heat_7",2,"Mick Fanning",11.46
"2015/mct/1234/oi-rio-pro","round_195_heat_7",2,"Dusty Payne",10.8
"2015/mct/1234/oi-rio-pro","round_195_heat_8",2,"Bede Durbidge",12.73
"2015/mct/1234/oi-rio-pro","round_195_heat_8",2,"Jeremy Flores",10.77
"2015/mct/1234/oi-rio-pro","round_195_heat_9",2,"Josh Kerr",12.34
"2015/mct/1234/oi-rio-pro","round_195_heat_9",2,"Kai Otton",7.86
"2015/mct/1234/oi-rio-pro","round_195_heat_10",2,"Taj Burrow",11.94
"2015/mct/1234/oi-rio-pro","round_195_heat_10",2,"Matt Wilkinson",15.6
"2015/mct/1234/oi-rio-pro","round_195_heat_11",2,"Owen Wright",13.5
"2015/mct/1234/oi-rio-pro","round_195_heat_11",2,"Adrian Buchan",8.06
"2015/mct/1234/oi-rio-pro","round_195_heat_12",2,"Gabriel Medina",13.6
"2015/mct/1234/oi-rio-pro","round_195_heat_12",2,"Keanu Asing",14.17
"2015/mct/1234/oi-rio-pro","round_196_heat_1",3,"John John Florence",7.74
"2015/mct/1234/oi-rio-pro","round_196_heat_1",3,"Filipe Toledo",17.83
"2015/mct/1234/oi-rio-pro","round_196_heat_1",3,"Matt Banting",13.57
"2015/mct/1234/oi-rio-pro","round_196_heat_2",3,"Italo Ferreira",11.93
"2015/mct/1234/oi-rio-pro","round_196_heat_2",3,"Jadson Andre",12.63
"2015/mct/1234/oi-rio-pro","round_196_heat_2",3,"Ricardo Christie",10.1
"2015/mct/1234/oi-rio-pro","round_196_heat_3",3,"Mick Fanning",8.76
"2015/mct/1234/oi-rio-pro","round_196_heat_3",3,"Bede Durbidge",9.33
"2015/mct/1234/oi-rio-pro","round_196_heat_3",3,"Josh Kerr",13.03
"2015/mct/1234/oi-rio-pro","round_196_heat_4",3,"Matt Wilkinson",12.74
"2015/mct/1234/oi-rio-pro","round_196_heat_4",3,"Owen Wright",12.23
"2015/mct/1234/oi-rio-pro","round_196_heat_4",3,"Keanu Asing",10.37
"2015/mct/1234/oi-rio-pro","round_197_heat_1",2,"Matt Banting",13.27
"2015/mct/1234/oi-rio-pro","round_197_heat_1",2,"Ricardo Christie",13.5
"2015/mct/1234/oi-rio-pro","round_197_heat_2",2,"Italo Ferreira",15.73
"2015/mct/1234/oi-rio-pro","round_197_heat_2",2,"John John Florence",4.87
"2015/mct/1234/oi-rio-pro","round_197_heat_3",2,"Bede Durbidge",13.67
"2015/mct/1234/oi-rio-pro","round_197_heat_3",2,"Keanu Asing",5.2
"2015/mct/1234/oi-rio-pro","round_197_heat_4",2,"Owen Wright",14.4
"2015/mct/1234/oi-rio-pro","round_197_heat_4",2,"Mick Fanning",9.6
"2015/mct/1234/oi-rio-pro","round_198_heat_1",2,"Filipe Toledo",15
"2015/mct/1234/oi-rio-pro","round_198_heat_1",2,"Ricardo Christie",11.5
"2015/mct/1234/oi-rio-pro","round_198_heat_2",2,"Jadson Andre",13.74
"2015/mct/1234/oi-rio-pro","round_198_heat_2",2,"Italo Ferreira",14.3
"2015/mct/1234/oi-rio-pro","round_198_heat_3",2,"Josh Kerr",11.2
"2015/mct/1234/oi-rio-pro","round_198_heat_3",2,"Bede Durbidge",14.3
"2015/mct/1234/oi-rio-pro","round_198_heat_4",2,"Matt Wilkinson",13.76
"2015/mct/1234/oi-rio-pro","round_198_heat_4",2,"Owen Wright",11.3
"2015/mct/1234/oi-rio-pro","round_199_heat_1",2,"Filipe Toledo",15.93
"2015/mct/1234/oi-rio-pro","round_199_heat_1",2,"Italo Ferreira",6.34
"2015/mct/1234/oi-rio-pro","round_199_heat_2",2,"Bede Durbidge",14.63
"2015/mct/1234/oi-rio-pro","round_199_heat_2",2,"Matt Wilkinson",8.23
"2015/mct/1234/oi-rio-pro","round_200_heat_1",2,"Filipe Toledo",19.87
"2015/mct/1234/oi-rio-pro","round_200_heat_1",2,"Bede Durbidge",14.7
"2015/mct/1236/fiji-pro","round_201_heat_1",3,"Kelly Slater",11.37
"2015/mct/1236/fiji-pro","round_201_heat_1",3,"Kolohe Andino",11.54
"2015/mct/1236/fiji-pro","round_201_heat_1",3,"Alejo Muniz",12.2
"2015/mct/1236/fiji-pro","round_201_heat_2",3,"Taj Burrow",12.33
"2015/mct/1236/fiji-pro","round_201_heat_2",3,"Matt Banting",11.13
"2015/mct/1236/fiji-pro","round_201_heat_2",3,"Aritz Aranburu",10.5
"2015/mct/1236/fiji-pro","round_201_heat_3",3,"Josh Kerr",5.07
"2015/mct/1236/fiji-pro","round_201_heat_3",3,"Wiggolly Dantas",13.84
"2015/mct/1236/fiji-pro","round_201_heat_3",3,"Jay Davies",13.17
"2015/mct/1236/fiji-pro","round_201_heat_4",3,"Filipe Toledo",8.5
"2015/mct/1236/fiji-pro","round_201_heat_4",3,"Adrian Buchan",15.16
"2015/mct/1236/fiji-pro","round_201_heat_4",3,"Dane Reynolds",8.53
"2015/mct/1236/fiji-pro","round_201_heat_5",3,"Mick Fanning",13.77
"2015/mct/1236/fiji-pro","round_201_heat_5",3,"Ricardo Christie",9.26
"2015/mct/1236/fiji-pro","round_201_heat_5",3,"Aca Ravulo",5.4
"2015/mct/1236/fiji-pro","round_201_heat_6",3,"Adriano de Souza",8.86
"2015/mct/1236/fiji-pro","round_201_heat_6",3,"Kai Otton",15.6
"2015/mct/1236/fiji-pro","round_201_heat_6",3,"Inia Nakalevu",5.3
"2015/mct/1236/fiji-pro","round_201_heat_7",3,"Gabriel Medina",17.13
"2015/mct/1236/fiji-pro","round_201_heat_7",3,"Jeremy Flores",13.93
"2015/mct/1236/fiji-pro","round_201_heat_7",3,"C.J. Hobgood",10.67
"2015/mct/1236/fiji-pro","round_201_heat_8",3,"Owen Wright",13.67
"2015/mct/1236/fiji-pro","round_201_heat_8",3,"Sebastian Zietz",14
"2015/mct/1236/fiji-pro","round_201_heat_8",3,"Dusty Payne",7.5
"2015/mct/1236/fiji-pro","round_201_heat_9",3,"Nat Young",13
"2015/mct/1236/fiji-pro","round_201_heat_9",3,"Miguel Pupo",11.57
"2015/mct/1236/fiji-pro","round_201_heat_9",3,"Glenn Hall",10.77
"2015/mct/1236/fiji-pro","round_201_heat_10",3,"Julian Wilson",11.34
"2015/mct/1236/fiji-pro","round_201_heat_10",3,"Jadson Andre",15.17
"2015/mct/1236/fiji-pro","round_201_heat_10",3,"Adam Melling",14.6
"2015/mct/1236/fiji-pro","round_201_heat_11",3,"Bede Durbidge",10.93
"2015/mct/1236/fiji-pro","round_201_heat_11",3,"Matt Wilkinson",6.33
"2015/mct/1236/fiji-pro","round_201_heat_11",3,"Keanu Asing",11.5
"2015/mct/1236/fiji-pro","round_201_heat_12",3,"Joel Parkinson",15.2
"2015/mct/1236/fiji-pro","round_201_heat_12",3,"Italo Ferreira",15.97
"2015/mct/1236/fiji-pro","round_201_heat_12",3,"Freddy Patacchia Jr.",11.47
"2015/mct/1236/fiji-pro","round_202_heat_1",2,"Adriano de Souza",13.5
"2015/mct/1236/fiji-pro","round_202_heat_1",2,"Inia Nakalevu",6.87
"2015/mct/1236/fiji-pro","round_202_heat_2",2,"Filipe Toledo",10.7
"2015/mct/1236/fiji-pro","round_202_heat_2",2,"Aca Ravulo",8.86
"2015/mct/1236/fiji-pro","round_202_heat_3",2,"Josh Kerr",14.1
"2015/mct/1236/fiji-pro","round_202_heat_3",2,"Dane Reynolds",15
"2015/mct/1236/fiji-pro","round_202_heat_4",2,"Kelly Slater",18.7
"2015/mct/1236/fiji-pro","round_202_heat_4",2,"Jay Davies",9.47
"2015/mct/1236/fiji-pro","round_202_heat_5",2,"Owen Wright",10.1
"2015/mct/1236/fiji-pro","round_202_heat_5",2,"Aritz Aranburu",9.03
"2015/mct/1236/fiji-pro","round_202_heat_6",2,"Julian Wilson",12.93
"2015/mct/1236/fiji-pro","round_202_heat_6",2,"C.J. Hobgood",10.67
"2015/mct/1236/fiji-pro","round_202_heat_7",2,"Bede Durbidge",15.67
