2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_1,3,Kanoa Igarashi,10.30
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_1,3,Peterson Crisanto,0.90
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_1,3,Morgan Cibilic,5.04
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_2,3,Kolohe Andino,6.50
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_2,3,Yago Dora,6.90
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_2,3,Leonardo Fioravanti,2.20
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_3,3,Filipe Toledo,7.63
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_3,3,Frederico Morais,7.50
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_3,3,Mikey Wright,6.90
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_4,3,Jordy Smith,12.00
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_4,3,Jadson Andre,4.67
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_4,3,Sebastian Zietz,4.50
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_5,3,Gabriel Medina,5.60
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_5,3,Adriano de Souza,5.57
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_5,3,Joshua Moniz,9.10
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_6,3,Italo Ferreira,10.53
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_6,3,Matthew McGillivray,10.16
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_6,3,Miguel Tudela,3.44
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_7,3,John John Florence,14.24
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_7,3,Conner Coffin,10.37
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_7,3,Deivid Silva,11.20
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_8,3,Kelly Slater,10.83
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_8,3,Wade Carmichael,1.50
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_8,3,Connor O'Leary,7.46
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_9,3,Jeremy Flores,12.73
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_9,3,Caio Ibelli,13.33
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_9,3,Ethan Ewing,7.47
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_10,3,Julian Wilson,3.46
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_10,3,Griffin Colapinto,11.40
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_10,3,Miguel Pupo,7.97
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_11,3,Seth Moniz,10.66
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_11,3,Jack Freestone,16.17
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_11,3,Alex Ribeiro,5.60
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_12,3,Michel Bourez,9.57
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_12,3,Ryan Callinan,4.44
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_1_heat_12,3,Jack Robinson,13.83
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_1,3,Julian Wilson,–
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_1,3,Ethan Ewing,–
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_1,3,Miguel Tudela,–
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_2,3,Ryan Callinan,12.83
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_2,3,Alex Ribeiro,1.20
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_2,3,Sebastian Zietz,6.64
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_3,3,Wade Carmichael,5.36
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_3,3,Adriano de Souza,1.27
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_3,3,Mikey Wright,9.84
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_4,3,Conner Coffin,2.93
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_4,3,Peterson Crisanto,4.87
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_2_heat_4,3,Leonardo Fioravanti,4.50
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_1,2,Filipe Toledo,3.00
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_1,2,Leonardo Fioravanti,11.00
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_2,2,Griffin Colapinto,4.33
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_2,2,Peterson Crisanto,9.10
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_3,2,John John Florence,13.17
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_3,2,Connor O'Leary,9.94
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_4,2,Seth Moniz,9.04
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_4,2,Matthew McGillivray,13.67
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_5,2,Jordy Smith,9.17
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_5,2,Mikey Wright,7.33
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_6,2,Caio Ibelli,9.30
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_6,2,Wade Carmichael,5.77
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_7,2,Kelly Slater,12.80
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_7,2,Ethan Ewing,8.60
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_8,2,Julian Wilson,10.17
2021/mct/3616/billabong-pipe-masters-presented-by-hydro-flask,round_3_heat_8,2,Jack Robinson,17.73
